Date,Open,High,Low,Close,Volume
2013-03-06,67.3499984741211,67.3499984741211,65.12000274658203,66.6500015258789,745100
2013-03-07,66.72000122070312,67.61000061035156,66.22000122070312,66.62000274658203,540300
2013-03-08,66.76000213623047,67.68000030517578,66.76000213623047,67.26000213623047,596300
2013-03-11,67.08999633789062,67.75,66.5,67.38999938964844,390800
2013-03-12,67.33000183105469,67.79000091552734,66.58999633789062,67.23999786376953,692500
2013-03-13,67.16000366210938,67.86000061035156,66.06999969482422,67.52999877929688,763600
2013-03-14,68.02999877929688,69.04000091552734,67.47000122070312,68.94000244140625,742100
2013-03-15,68.88999938964844,69.81999969482422,68.73999786376953,69.23999786376953,711700
2013-03-18,68.08999633789062,69.29000091552734,68.08999633789062,69.0,390500
2013-03-19,69.04000091552734,69.25,67.72000122070312,69.12000274658203,495900
2013-03-20,69.51000213623047,70.27999877929688,69.06999969482422,69.9800033569336,428800
2013-03-21,69.70999908447266,70.51000213623047,69.08000183105469,69.1500015258789,541500
2013-03-22,69.33999633789062,69.7699966430664,68.91000366210938,69.38999938964844,218300
2013-03-25,69.58999633789062,70.83999633789062,69.08000183105469,69.91999816894531,507300
2013-03-26,70.12999725341797,71.11000061035156,70.0999984741211,70.91000366210938,576800
2013-03-27,70.08999633789062,71.19999694824219,69.52999877929688,71.08999633789062,429300
2013-03-28,70.94000244140625,71.30000305175781,70.25,71.16999816894531,375600
2013-04-01,71.16000366210938,71.16000366210938,69.05999755859375,69.19999694824219,393500
2013-04-02,69.91000366210938,69.9800033569336,67.16999816894531,67.66999816894531,531000
2013-04-03,67.69999694824219,67.69999694824219,65.30000305175781,66.33000183105469,783500
2013-04-04,66.5,67.66000366210938,65.83000183105469,66.45999908447266,597800
2013-04-05,65.43000030517578,67.95999908447266,64.91000366210938,67.70999908447266,650300
2013-04-08,67.87999725341797,68.1500015258789,67.44000244140625,68.1500015258789,398400
2013-04-09,68.4800033569336,70.01000213623047,68.04000091552734,69.4800033569336,486000
2013-04-10,69.87000274658203,69.87000274658203,68.7699966430664,69.55999755859375,346700
2013-04-11,69.41999816894531,69.87000274658203,68.0999984741211,68.27999877929688,395500
2013-04-12,68.05000305175781,68.62999725341797,66.45999908447266,67.19000244140625,475900
2013-04-15,66.16999816894531,66.2699966430664,64.23999786376953,64.6500015258789,541700
2013-04-16,65.81999969482422,66.9800033569336,65.37999725341797,66.80999755859375,974700
2013-04-17,65.91999816894531,65.91999816894531,64.76000213623047,65.45999908447266,787000
2013-04-18,65.7300033569336,66.55999755859375,64.41000366210938,65.30999755859375,575600
2013-04-19,65.80999755859375,65.97000122070312,64.75,65.69000244140625,419300
2013-04-22,65.83000183105469,65.83000183105469,64.22000122070312,65.44000244140625,563000
2013-04-23,65.83000183105469,66.51000213623047,65.0199966430664,66.01000213623047,543000
2013-04-24,66.27999877929688,67.51000213623047,65.94999694824219,67.04000091552734,651400
2013-04-25,65.43000030517578,68.87000274658203,59.439998626708984,64.48999786376953,2052600
2013-04-26,64.0199966430664,64.30999755859375,62.91999816894531,64.05000305175781,1201000
2013-04-29,64.23999786376953,64.58999633789062,63.4900016784668,64.1500015258789,506800
2013-04-30,63.5,65.08999633789062,63.060001373291016,65.06999969482422,675200
2013-05-01,64.44999694824219,64.45999908447266,63.189998626708984,63.310001373291016,443700
2013-05-02,63.40999984741211,64.44000244140625,62.52000045776367,64.25,461900
2013-05-03,65.18000030517578,67.19999694824219,65.18000030517578,66.4000015258789,681800
2013-05-06,66.44999694824219,66.56999969482422,65.30000305175781,66.01000213623047,365900
2013-05-07,66.0199966430664,66.83000183105469,65.91000366210938,66.80000305175781,330500
2013-05-08,66.5999984741211,68.66999816894531,66.30999755859375,68.2699966430664,551100
2013-05-09,67.88999938964844,68.54000091552734,67.18000030517578,67.66000366210938,240800
2013-05-10,67.73999786376953,68.87999725341797,66.98999786376953,68.68000030517578,463100
2013-05-13,68.33000183105469,68.58000183105469,67.86000061035156,67.91000366210938,289200
2013-05-14,67.79000091552734,68.66999816894531,67.44999694824219,68.08999633789062,416100
2013-05-15,67.58999633789062,67.93000030517578,66.91999816894531,67.62999725341797,516700
2013-05-16,67.44999694824219,68.87000274658203,67.0999984741211,67.29000091552734,426300
2013-05-17,67.61000061035156,68.61000061035156,67.61000061035156,68.41999816894531,394500
2013-05-20,68.30999755859375,69.31999969482422,68.12000274658203,68.83000183105469,396900
2013-05-21,69.12999725341797,70.1500015258789,68.36000061035156,69.08999633789062,444800
2013-05-22,69.19000244140625,69.80999755859375,67.22000122070312,67.7699966430664,509700
2013-05-23,66.51000213623047,67.30000305175781,66.0,67.16000366210938,413300
2013-05-24,66.52999877929688,67.0999984741211,66.3499984741211,66.80000305175781,176500
2013-05-28,67.81999969482422,68.75,67.31999969482422,67.4800033569336,377700
2013-05-29,66.81999969482422,67.02999877929688,65.87999725341797,66.63999938964844,320300
2013-05-30,66.77999877929688,67.4000015258789,66.48999786376953,67.08000183105469,586900
2013-05-31,67.18000030517578,67.45999908447266,65.75,65.7699966430664,493100
2013-06-03,66.06999969482422,66.23999786376953,64.55000305175781,65.94999694824219,533900
2013-06-04,65.7699966430664,66.2300033569336,64.44999694824219,65.33999633789062,295200
2013-06-05,64.95999908447266,65.0,63.5099983215332,63.779998779296875,364900
2013-06-06,63.68000030517578,64.79000091552734,63.4900016784668,64.77999877929688,366900
2013-06-07,64.83000183105469,65.83000183105469,63.869998931884766,65.16999816894531,533300
2013-06-10,65.13999938964844,65.80999755859375,64.5999984741211,65.48999786376953,329300
2013-06-11,64.27999877929688,64.95999908447266,63.91999816894531,64.62999725341797,417700
2013-06-12,64.8499984741211,65.37000274658203,63.560001373291016,63.939998626708984,275400
2013-06-13,63.970001220703125,65.66000366210938,63.93000030517578,65.37999725341797,370100
2013-06-14,64.91000366210938,66.04000091552734,64.58999633789062,64.98999786376953,209000
2013-06-17,65.58000183105469,65.93000030517578,64.91999816894531,65.5,391000
2013-06-18,65.33999633789062,66.62000274658203,65.33999633789062,66.37000274658203,403500
2013-06-19,66.5999984741211,66.87000274658203,65.80999755859375,66.18000030517578,361500
2013-06-20,65.02999877929688,65.98999786376953,64.16999816894531,64.98999786376953,554700
2013-06-21,65.37000274658203,65.45999908447266,64.43000030517578,64.58999633789062,727700
2013-06-24,63.61000061035156,63.7599983215332,61.93000030517578,62.25,538500
2013-06-25,63.08000183105469,64.08000183105469,62.20000076293945,63.7400016784668,460100
2013-06-26,64.27999877929688,64.7300033569336,63.689998626708984,64.37000274658203,337000
2013-06-27,65.01000213623047,66.2699966430664,64.94000244140625,65.66000366210938,491600
2013-06-28,65.4000015258789,65.77999877929688,64.66999816894531,65.55999755859375,976900
2013-07-01,65.94000244140625,67.13999938964844,65.94000244140625,66.30999755859375,398500
2013-07-02,66.16000366210938,66.9800033569336,65.33000183105469,66.43000030517578,312700
2013-07-03,65.66000366210938,66.2699966430664,65.52999877929688,66.0,307700
2013-07-05,66.70999908447266,66.76000213623047,65.4000015258789,66.12999725341797,196800
2013-07-08,66.94000244140625,66.94000244140625,65.9800033569336,66.12000274658203,358200
2013-07-09,66.83999633789062,67.4000015258789,66.25,67.13999938964844,518000
2013-07-10,67.1500015258789,67.2300033569336,65.80999755859375,66.2300033569336,738400
2013-07-11,67.33999633789062,67.80999755859375,66.86000061035156,67.30000305175781,741000
2013-07-12,67.4000015258789,67.75,66.27999877929688,66.88999938964844,425400
2013-07-15,67.0,68.44000244140625,66.62000274658203,68.30999755859375,654900
2013-07-16,68.66999816894531,68.86000061035156,67.12999725341797,67.8499984741211,461300
2013-07-17,68.0199966430664,68.87999725341797,67.80999755859375,68.72000122070312,531900
2013-07-18,68.81999969482422,69.5199966430664,68.81999969482422,69.05999755859375,343500
2013-07-19,69.0,69.2300033569336,68.4000015258789,68.94999694824219,560000
2013-07-22,69.12999725341797,69.7699966430664,68.9800033569336,69.4000015258789,522900
2013-07-23,69.55999755859375,70.01000213623047,68.69999694824219,69.58000183105469,575100
2013-07-24,69.58999633789062,69.58999633789062,68.31999969482422,68.79000091552734,607200
2013-07-25,68.44000244140625,70.31999969482422,68.11000061035156,70.08000183105469,824000
2013-07-26,69.69000244140625,70.12999725341797,68.72000122070312,69.80000305175781,444300
2013-07-29,69.6500015258789,69.70999908447266,68.8499984741211,69.3499984741211,329000
2013-07-30,69.72000122070312,70.11000061035156,68.7300033569336,69.86000061035156,415600
2013-07-31,69.91000366210938,71.75,69.91000366210938,70.19999694824219,581900
2013-08-01,70.95999908447266,71.75,70.70999908447266,70.73999786376953,786400
2013-08-02,70.55999755859375,71.2300033569336,69.87000274658203,71.02999877929688,358300
2013-08-05,70.80000305175781,70.97000122070312,70.27999877929688,70.77999877929688,228900
2013-08-06,70.61000061035156,70.61000061035156,69.37999725341797,69.77999877929688,374900
2013-08-07,69.44999694824219,69.44999694824219,68.04000091552734,68.33000183105469,478300
2013-08-08,69.02999877929688,69.66000366210938,68.8499984741211,69.1500015258789,652200
2013-08-09,69.26000213623047,70.61000061035156,69.26000213623047,70.1500015258789,632200
2013-08-12,69.9000015258789,71.5999984741211,69.61000061035156,71.36000061035156,495100
2013-08-13,71.54000091552734,71.54000091552734,70.05000305175781,71.01000213623047,421200
2013-08-14,70.62000274658203,71.75,70.25,70.66999816894531,295000
2013-08-15,69.55999755859375,70.13999938964844,68.97000122070312,69.38999938964844,198500
2013-08-16,69.4000015258789,70.12000274658203,68.81999969482422,69.9000015258789,339500
2013-08-19,69.98999786376953,69.98999786376953,68.54000091552734,68.69000244140625,229600
2013-08-20,68.69000244140625,69.80999755859375,68.30000305175781,69.38999938964844,193900
2013-08-21,69.23999786376953,69.5999984741211,68.23999786376953,68.23999786376953,428100
2013-08-22,68.56999969482422,70.19000244140625,68.33999633789062,69.54000091552734,166300
2013-08-23,69.55000305175781,69.94000244140625,69.08000183105469,69.58000183105469,192900
2013-08-26,69.58999633789062,70.5,69.52999877929688,69.9000015258789,245200
2013-08-27,69.01000213623047,69.0999984741211,67.83000183105469,67.9000015258789,475400
2013-08-28,67.97000122070312,68.69999694824219,67.51000213623047,68.5199966430664,439000
2013-08-29,68.30999755859375,68.83999633789062,67.79000091552734,67.9000015258789,251400
2013-08-30,67.94999694824219,68.0,66.55999755859375,66.69000244140625,400700
2013-09-03,67.94000244140625,68.41000366210938,65.5,66.19999694824219,779600
2013-09-04,66.31999969482422,67.44000244140625,65.9800033569336,67.37000274658203,385900
2013-09-05,67.37000274658203,68.77999877929688,67.16999816894531,68.72000122070312,509000
2013-09-06,68.94999694824219,69.4000015258789,68.08999633789062,69.11000061035156,334200
2013-09-09,69.19999694824219,70.58999633789062,69.08999633789062,70.4800033569336,189100
2013-09-10,71.0199966430664,72.05999755859375,70.91000366210938,71.87000274658203,434500
2013-09-11,71.63999938964844,72.43000030517578,70.9000015258789,72.08999633789062,338500
2013-09-12,71.87999725341797,71.87999725341797,70.91000366210938,71.06999969482422,226900
2013-09-13,70.9800033569336,71.4000015258789,70.61000061035156,71.29000091552734,195300
2013-09-16,72.43000030517578,72.43000030517578,71.12000274658203,71.4000015258789,453800
2013-09-17,71.33000183105469,73.8499984741211,71.27999877929688,73.5,899900
2013-09-18,73.31999969482422,74.54000091552734,72.58000183105469,74.33000183105469,698400
2013-09-19,74.63999938964844,75.83000183105469,74.47000122070312,75.52999877929688,901500
2013-09-20,75.37000274658203,75.79000091552734,74.9000015258789,74.9800033569336,973200
2013-09-23,74.83000183105469,75.58000183105469,74.31999969482422,74.31999969482422,503300
2013-09-24,74.44000244140625,74.75,73.69000244140625,74.1500015258789,378700
2013-09-25,73.38999938964844,73.62999725341797,72.62000274658203,72.7300033569336,589900
2013-09-26,72.94000244140625,73.66000366210938,72.83999633789062,73.56999969482422,327900
2013-09-27,72.93000030517578,73.36000061035156,72.27999877929688,73.20999908447266,265600
2013-09-30,71.98999786376953,73.69000244140625,71.86000061035156,73.2699966430664,344500
2013-10-01,73.19999694824219,74.37000274658203,73.19999694824219,73.94999694824219,613700
2013-10-02,73.54000091552734,73.80999755859375,73.0,73.76000213623047,286800
2013-10-03,73.36000061035156,73.94000244140625,71.7300033569336,71.94000244140625,581500
2013-10-04,72.16000366210938,73.0,71.55999755859375,72.66000366210938,430600
2013-10-07,71.91000366210938,72.94000244140625,71.66000366210938,72.37000274658203,291200
2013-10-08,72.41000366210938,72.87000274658203,71.62999725341797,71.80999755859375,244900
2013-10-09,72.25,72.25,70.79000091552734,71.05000305175781,454900
2013-10-10,71.94999694824219,73.26000213623047,71.36000061035156,73.05000305175781,329800
2013-10-11,72.81999969482422,73.5,72.51000213623047,73.01000213623047,341400
2013-10-14,72.3499984741211,73.41000366210938,72.26000213623047,72.97000122070312,573800
2013-10-15,72.98999786376953,74.05999755859375,72.70999908447266,73.5,548400
2013-10-16,74.08000183105469,74.1500015258789,73.38999938964844,73.9800033569336,305400
2013-10-17,73.63999938964844,75.18000030517578,73.62999725341797,74.9000015258789,379600
2013-10-18,75.0,75.87000274658203,74.79000091552734,75.81999969482422,448700
2013-10-21,76.22000122070312,76.33000183105469,74.95999908447266,75.4800033569336,328800
2013-10-22,75.56999969482422,76.18000030517578,74.61000061035156,74.94999694824219,794200
2013-10-23,74.29000091552734,75.43000030517578,73.63999938964844,75.01000213623047,721500
2013-10-24,75.05999755859375,76.77999877929688,74.19999694824219,74.2699966430664,555800
2013-10-25,74.05999755859375,74.48999786376953,72.2699966430664,73.1500015258789,653100
2013-10-28,73.04000091552734,73.5999984741211,72.79000091552734,73.55000305175781,492500
2013-10-29,73.61000061035156,74.7699966430664,73.58999633789062,74.30000305175781,400800
2013-10-30,74.30000305175781,74.5199966430664,73.04000091552734,73.52999877929688,329400
2013-10-31,73.37000274658203,74.1500015258789,73.20999908447266,73.29000091552734,443300
2013-11-01,73.55000305175781,74.63999938964844,73.16000366210938,74.4000015258789,427300
2013-11-04,74.13999938964844,75.0999984741211,73.94999694824219,74.5199966430664,439900
2013-11-05,74.25,74.91000366210938,73.25,74.25,441200
2013-11-06,74.7300033569336,74.93000030517578,74.06999969482422,74.55000305175781,394000
2013-11-07,74.95999908447266,75.29000091552734,73.25,73.29000091552734,272500
2013-11-08,73.44000244140625,75.36000061035156,73.2699966430664,75.27999877929688,313300
2013-11-11,75.3499984741211,75.44000244140625,74.9000015258789,75.41999816894531,232400
2013-11-12,74.98999786376953,75.16999816894531,73.83000183105469,74.5199966430664,197100
2013-11-13,73.80999755859375,74.7300033569336,73.3499984741211,74.72000122070312,211000
2013-11-14,74.94000244140625,74.98999786376953,73.88999938964844,74.4800033569336,311400
2013-11-15,74.63999938964844,75.27999877929688,74.4000015258789,75.05999755859375,453100
2013-11-18,75.4000015258789,75.6500015258789,74.75,75.04000091552734,365700
2013-11-19,74.80000305175781,75.47000122070312,74.12999725341797,74.55000305175781,364500
2013-11-20,75.0,75.1500015258789,73.70999908447266,73.97000122070312,424600
2013-11-21,74.43000030517578,74.9000015258789,73.6500015258789,74.54000091552734,398400
2013-11-22,74.63999938964844,74.69000244140625,73.79000091552734,74.45999908447266,456400
2013-11-25,74.45999908447266,74.81999969482422,74.12000274658203,74.30000305175781,511900
2013-11-26,74.19999694824219,74.20999908447266,73.80999755859375,73.9000015258789,231800
2013-11-27,74.08000183105469,74.29000091552734,73.0999984741211,73.4000015258789,326000
2013-11-29,73.68000030517578,74.05999755859375,73.30999755859375,73.52999877929688,114900
2013-12-02,73.5199966430664,74.66999816894531,73.01000213623047,73.33999633789062,407800
2013-12-03,73.0199966430664,73.79000091552734,72.48999786376953,72.93000030517578,214500
2013-12-04,72.91999816894531,74.12999725341797,72.80999755859375,73.41999816894531,208400
2013-12-05,73.2300033569336,74.04000091552734,72.79000091552734,73.95999908447266,219500
2013-12-06,74.8499984741211,74.98999786376953,74.23999786376953,74.70999908447266,357700
2013-12-09,74.70999908447266,74.9800033569336,74.26000213623047,74.58000183105469,388800
2013-12-10,74.51000213623047,74.88999938964844,73.13999938964844,73.3499984741211,458600
2013-12-11,73.51000213623047,73.69999694824219,71.97000122070312,72.08999633789062,289900
2013-12-12,72.16999816894531,72.33000183105469,71.31999969482422,71.80000305175781,252500
2013-12-13,71.87000274658203,72.44000244140625,71.75,72.33999633789062,174200
2013-12-16,72.4800033569336,73.05999755859375,71.51000213623047,71.94999694824219,536300
2013-12-17,71.94999694824219,72.70999908447266,71.76000213623047,72.48999786376953,294900
2013-12-18,72.66999816894531,73.56999969482422,71.91999816894531,73.54000091552734,637000
2013-12-19,73.55000305175781,74.79000091552734,73.55000305175781,73.83999633789062,409200
2013-12-20,74.11000061035156,74.11000061035156,72.87999725341797,73.16999816894531,559600
2013-12-23,73.73999786376953,74.2300033569336,73.2699966430664,74.19999694824219,236100
2013-12-24,74.36000061035156,75.26000213623047,73.97000122070312,75.05000305175781,181800
2013-12-26,75.37999725341797,75.70999908447266,74.8499984741211,74.93000030517578,156800
2013-12-27,74.9000015258789,75.75,74.29000091552734,75.66000366210938,172500
2013-12-30,75.66000366210938,75.98999786376953,74.9000015258789,75.36000061035156,251800
2013-12-31,75.38999938964844,75.91000366210938,75.38999938964844,75.83999633789062,245400
2014-01-02,75.83999633789062,76.02999877929688,74.58000183105469,75.25,284100
2014-01-03,75.25,75.5999984741211,74.83000183105469,75.48999786376953,196600
2014-01-06,75.63999938964844,75.9000015258789,74.08000183105469,74.62000274658203,338400
2014-01-07,74.91999816894531,75.62999725341797,74.79000091552734,75.02999877929688,306900
2014-01-08,75.02999877929688,75.77999877929688,74.72000122070312,75.55000305175781,271300
2014-01-09,75.87999725341797,75.87999725341797,74.66000366210938,75.5199966430664,261200
2014-01-10,75.81999969482422,76.2699966430664,75.06999969482422,76.12000274658203,331600
2014-01-13,76.11000061035156,76.7699966430664,75.36000061035156,75.48999786376953,454800
2014-01-14,75.5999984741211,76.05999755859375,75.20999908447266,75.3499984741211,330600
2014-01-15,75.37999725341797,76.41000366210938,75.30000305175781,75.45999908447266,273200
2014-01-16,75.69000244140625,76.33999633789062,75.4000015258789,76.11000061035156,216900
2014-01-17,76.2300033569336,76.33999633789062,75.7300033569336,76.08000183105469,263600
2014-01-21,76.12000274658203,76.12000274658203,75.20999908447266,75.63999938964844,332600
2014-01-22,75.69999694824219,75.72000122070312,75.23999786376953,75.54000091552734,322000
2014-01-23,75.4000015258789,75.4000015258789,74.3499984741211,74.4800033569336,369700
2014-01-24,73.76000213623047,73.76000213623047,70.33999633789062,70.4000015258789,927100
2014-01-27,70.6500015258789,70.6500015258789,68.41999816894531,68.93000030517578,747000
2014-01-28,69.41000366210938,69.7300033569336,68.5,69.69999694824219,570000
2014-01-29,69.20999908447266,70.2699966430664,68.6500015258789,69.26000213623047,409400
2014-01-30,69.76000213623047,70.69000244140625,68.83999633789062,70.55000305175781,390600
2014-01-31,69.36000061035156,70.73999786376953,69.31999969482422,69.94999694824219,370900
2014-02-03,69.52999877929688,70.11000061035156,66.41000366210938,66.72000122070312,1072100
2014-02-04,66.88999938964844,68.43000030517578,66.27999877929688,67.72000122070312,1053900
2014-02-05,67.52999877929688,67.94000244140625,67.2699966430664,67.58999633789062,424100
2014-02-06,67.9000015258789,69.62000274658203,67.79000091552734,68.61000061035156,274800
2014-02-07,69.08999633789062,69.76000213623047,68.7699966430664,69.62999725341797,339600
2014-02-10,69.22000122070312,69.37000274658203,68.41999816894531,69.13999938964844,512000
2014-02-11,72.56999969482422,72.63999938964844,70.7699966430664,72.08000183105469,625700
2014-02-12,72.12000274658203,72.73999786376953,71.7699966430664,72.61000061035156,437100
2014-02-13,71.91000366210938,73.02999877929688,71.55999755859375,72.86000061035156,463400
2014-02-14,72.87000274658203,73.87000274658203,72.8499984741211,73.80000305175781,210900
2014-02-18,74.12999725341797,74.55999755859375,73.66000366210938,74.0999984741211,351200
2014-02-19,73.7300033569336,73.93000030517578,72.19999694824219,72.37999725341797,917400
2014-02-20,72.37999725341797,72.5,70.06999969482422,70.61000061035156,1224400
2014-02-21,70.31999969482422,70.81999969482422,69.0999984741211,70.13999938964844,952000
2014-02-24,70.02999877929688,70.5999984741211,68.80000305175781,68.88999938964844,944700
2014-02-25,68.8499984741211,68.94000244140625,67.22000122070312,68.5199966430664,938500
2014-02-26,68.77999877929688,70.16000366210938,68.41999816894531,68.91000366210938,975000
2014-02-27,68.9000015258789,69.70999908447266,68.80000305175781,69.56999969482422,513000
2014-02-28,69.4800033569336,70.22000122070312,68.87000274658203,69.27999877929688,629200
2014-03-03,68.45999908447266,68.97000122070312,67.83999633789062,68.52999877929688,546000
2014-03-04,69.0,69.93000030517578,68.86000061035156,69.66999816894531,574500
2014-03-05,69.6500015258789,70.08999633789062,69.36000061035156,69.91999816894531,447300
2014-03-06,70.20999908447266,70.66000366210938,69.77999877929688,70.4000015258789,616400
2014-03-07,70.44999694824219,70.97000122070312,69.55999755859375,70.81999969482422,477600
2014-03-10,70.58999633789062,70.58999633789062,69.19000244140625,69.94999694824219,330600
2014-03-11,70.19000244140625,70.80000305175781,69.44000244140625,69.58999633789062,342600
2014-03-12,69.16999816894531,70.26000213623047,68.83000183105469,68.91999816894531,528800
2014-03-13,69.0999984741211,69.38999938964844,68.05999755859375,68.83999633789062,580100
2014-03-14,69.04000091552734,69.55000305175781,68.73999786376953,69.30999755859375,347500
2014-03-17,69.54000091552734,70.55999755859375,68.81999969482422,69.41000366210938,483200
2014-03-18,69.5,70.77999877929688,69.26000213623047,70.63999938964844,358600
2014-03-19,70.4800033569336,71.02999877929688,69.98999786376953,70.54000091552734,313400
2014-03-20,70.1500015258789,70.77999877929688,69.88999938964844,70.11000061035156,877700
2014-03-21,70.19000244140625,71.6500015258789,70.11000061035156,70.80999755859375,876500
2014-03-24,71.19999694824219,71.77999877929688,70.36000061035156,71.1500015258789,275600
2014-03-25,71.62999725341797,72.47000122070312,70.9800033569336,71.18000030517578,352700
2014-03-26,71.55000305175781,71.80999755859375,69.55000305175781,69.55999755859375,343800
2014-03-27,69.48999786376953,70.02999877929688,69.2300033569336,69.41000366210938,443300
2014-03-28,70.0199966430664,70.72000122070312,69.62999725341797,69.75,319500
2014-03-31,70.01000213623047,71.2300033569336,69.80000305175781,70.66000366210938,431100
2014-04-01,70.76000213623047,71.30000305175781,70.33000183105469,71.27999877929688,406100
2014-04-02,71.2300033569336,71.86000061035156,70.98999786376953,71.6500015258789,423500
2014-04-03,71.6500015258789,72.41999816894531,71.6500015258789,71.86000061035156,424200
2014-04-04,72.55999755859375,73.0999984741211,71.51000213623047,71.69999694824219,755700
2014-04-07,71.66999816894531,71.8499984741211,69.83000183105469,70.37000274658203,458800
2014-04-08,70.30000305175781,71.16999816894531,70.12999725341797,70.48999786376953,435600
2014-04-09,70.83000183105469,71.1500015258789,70.63999938964844,70.8499984741211,502000
2014-04-10,70.73999786376953,71.0999984741211,69.41000366210938,69.58000183105469,386300
2014-04-11,69.27999877929688,69.5,68.37000274658203,69.02999877929688,345300
2014-04-14,69.41000366210938,70.20999908447266,69.26000213623047,69.79000091552734,586900
2014-04-15,69.72000122070312,69.72000122070312,67.87999725341797,69.2300033569336,665000
2014-04-16,69.58000183105469,70.4800033569336,69.58000183105469,70.0,681800
2014-04-17,69.81999969482422,71.04000091552734,69.66999816894531,70.2699966430664,1257300
2014-04-21,70.33999633789062,71.54000091552734,70.08000183105469,71.4000015258789,621600
2014-04-22,71.61000061035156,72.27999877929688,71.25,72.0199966430664,695600
2014-04-23,72.0,72.38999938964844,71.55000305175781,72.05000305175781,744500
2014-04-24,70.83000183105469,71.5,69.55999755859375,70.94999694824219,1027700
2014-04-25,70.9000015258789,71.04000091552734,69.52999877929688,70.0,460900
2014-04-28,70.16000366210938,70.4000015258789,69.47000122070312,70.05999755859375,810600
2014-04-29,70.38999938964844,70.88999938964844,70.20999908447266,70.73999786376953,494300
2014-04-30,70.75,70.95999908447266,70.47000122070312,70.81999969482422,526500
2014-05-01,71.16999816894531,71.47000122070312,70.80999755859375,71.19999694824219,578000
2014-05-02,71.2699966430664,72.48999786376953,71.25,72.1500015258789,629200
2014-05-05,71.68000030517578,71.80000305175781,70.8499984741211,71.0999984741211,813200
2014-05-06,70.98999786376953,71.4800033569336,70.7699966430664,71.20999908447266,420400
2014-05-07,71.25,71.83000183105469,71.11000061035156,71.80000305175781,265600
